movie,certificate
Dirty Girl,R
Youth in Revolt,R
The Great Buck Howard,PG
The Guilty,R
The Collector,R
The Hills Have Eyes,R
Nick of Time,R
Solitary Man,R
The Art of the Steal,R
The Life Before Her Eyes,R
The Pretty One,R
Jeepers Creepers,R
Final Destination 2,R
The Brady Bunch Movie,PG-13
The Perfection,TV-MA
Peacock,PG-13
Fun with Dick and Jane,PG-13
Villains,R
My Bloody Valentine,R
A Field in England,Not Rated
Fading Gigolo,R
Butter,R
The Last Mimzy,PG
A Very Harold & Kumar Christmas,R
Ginger & Rosa,PG-13
Struck by Lightning,Not Rated
The Waterboy,PG-13
Brightburn,R
The Wedding Date,PG-13
Drinking Buddies,R
Fired Up!,PG-13
Night of the Demons,R
Tourist Trap,PG
Gentlemen Broncos,PG-13
The Seasoning House,Not Rated
Love and Other Disasters,R
Redacted,R
Yamakasi,
Saw VI,R
Shark Tale,PG
Unhinged,R
The Taking of Deborah Logan,R
Along Came Polly,PG-13
Split Second,R
Smurfs: The Lost Village,PG
Flower,R
The Maiden Heist,PG-13
The I Inside,R
Mannequin,PG
The Amityville Horror,R
The Ruins,R
The Void,Not Rated
Girls Just Want to Have Fun,PG
Gossip,R
iBoy,TV-MA
Man Down,R
Backtrack,R
Grand Piano,R
The Horde,Not Rated
The Little Hours,R
Black Water,R
Saving Silverman,PG-13
Death Wish 3,R
Wishmaster,R
A Very Brady Sequel,PG-13
Retreat,R
1BR,TV-MA
Laws of Attraction,PG-13
Cry Wolf,PG-13
Kill Me Three Times,R
Outpost,R
The Oranges,R
Murder Mystery 2,PG-13
Only God Forgives,R
The Wrong Missy,TV-MA
Child's Play,R
Nocturne,Not Rated
Almost Heroes,PG-13
Intruders,R
Blue Mountain State: The Rise of Thadland,R
Freaky Deaky,R
Wedding Daze,R
The Hole in the Ground,R
The Bling Ring,R
Barnyard,PG
The Night Clerk,R
Brick Mansions,PG-13
Goosebumps 2: Haunted Halloween,PG
MacGruber,R
"Love, Guaranteed",TV-PG
The Butterfly Effect 3: Revelations,R
I'm So Excited!,R
The Samaritan,R
Syrup,R
Turnabout,
Saw 3D,R
All the Boys Love Mandy Lane,R
Babylon A.D.,PG-13
Ladybugs,PG-13
The Accidental Husband,PG-13
My Father the Hero,PG
I Think I Love My Wife,R
Horsemen,R
Good People,R
Age of Heroes,Not Rated
The Out-of-Towners,PG-13
Countdown,PG-13
Jessabelle,PG-13
Bad Ass,R
Meander,
Little Nicky,PG-13
The Silence,PG-13
Balls of Fury,PG-13
Blood Creek,R
The Messengers,PG-13
Blackway,R
Unaccompanied Minors,PG
House of 9,R
The Hit List,R
The Late Bloomer,R
The Super,R
Child's Play 3,R
Wish Upon,PG-13
Meet Dave,PG
Alpha and Omega,PG
The Son of No One,R
Reeker,Unrated
47 Meters Down: Uncaged,PG-13
Leatherface,R
Miss March,R
Grave of the Fireflies,Not Rated
Children of Heaven,PG
Umberto D.,Not Rated
Stand by Me,R
The Virgin Spring,Not Rated
The Big Heat,Passed
L'Atalante,Not Rated
The Road Home,G
Office Space,R
The Station Agent,R
All That Heaven Allows,Passed
Tucker and Dale vs Evil,R
Cold War,R
Show Me Love,Not Rated
Elling,R
Stranger Than Paradise,R
Eraserhead,Not Rated
Sexy Beast,R
Shallow Grave,R
"Sorry, Wrong Number",Approved
42nd Street,Passed
Coherence,Not Rated
Speak,PG-13
Smoke Signals,PG-13
Stardust Memories,PG
Paddleton,TV-MA
Female Trouble,NC-17
Sleeper,PG
Cargo 200,
Austin Powers: International Man of Mystery,PG-13
Taxi,Not Rated
Robot & Frank,PG-13
The Road to El Dorado,PG
The Limey,R
The Masque of the Red Death,Not Rated
Lady Macbeth,R
The Fog,R
Quick Change,R
The Disappearance of Eleanor Rigby: Him,R
Land,PG-13
You Were Never Really Here,R
Leap!,PG
The Stepfather,R
Kidulthood,R
Faults,Not Rated
Gummo,R
Madagascar: Escape 2 Africa,PG
Hotel Transylvania 2,PG
Bad Words,R
Phantasm,R
Silent Running,G
Fermat's Room,Not Rated
Ronal the Barbarian,Not Rated
Five Minutes of Heaven,R
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,R
Bean,PG-13
Better Watch Out,R
Lucy,R
Extracted,R
Billy Madison,PG-13
Surrogates,PG-13
Kimi,R
The Only Living Boy in New York,R
Mindhorn,TV-MA
Johnny English Strikes Again,PG
Captain Underpants: The First Epic Movie,PG
Despicable Me 3,PG
Out Cold,PG-13
CB4,R
Sausage Party,R
Rambo: Last Blood,R
Dead Silence,R
Maniac,Not Rated
The Belko Experiment,R
April Fool's Day,R
The Decoy Bride,PG
Guest House Paradiso,R
Early Man,PG
House of 1000 Corpses,R
Relic,R
Doghouse,Not Rated
The Borrowers,PG
Isn't It Romantic,PG-13
Death Wish II,R
Quarantine,R
The Prowler,R
Duplex,PG-13
Southbound,R
Hell,R
The Crush,R
Shut In,TV-MA
Into the Storm,PG-13
The Perfect Date,TV-14
Escape from Planet Earth,PG
Starship Troopers: Invasion,R
Not Another Teen Movie,R
John Tucker Must Die,PG-13
The Weekend Away,TV-14
"The Goods: Live Hard, Sell Hard",R
Gambit,PG-13
Jingle All the Way,PG
Return of the Living Dead II,R
Death Warrant,R
The Pact,R
47 Meters Down,PG-13
Bride of Chucky,R
The Punisher,R
The Big Wedding,R
Life After Beth,R
Domestic Disturbance,PG-13
The Numbers Station,R
A Case of You,R
Bride Wars,PG
The Curse of Bridge Hollow,TV-14
The Ward,R
Hell Fest,R
Naomi and Ely's No Kiss List,Not Rated
Burying the Ex,R
The Ex,PG-13
Sleepover,PG
Meeting Evil,R
Red Sonja,PG-13
The Hills Have Eyes 2,R
A Dirty Shame,NC-17
The NeverEnding Story II: The Next Chapter,PG
Snow Day,PG
Blair Witch,R
A Nightmare on Elm Street: The Dream Child,R
Proud Mary,R
Anaconda,PG-13
The Darkest Hour,PG-13
"Honey, I Blew Up the Kid",PG
Beethoven's 2nd,PG
The Lion King,G
ZÃ¼bÃ¼k,
Paths of Glory,Approved
The Pinchcliffe Grand Prix,G
Gentlemen of Fortune,TV-13
Rashomon,Not Rated
Ballad of a Soldier,Not Rated
Ivan Vasilyevich Changes His Profession,TV-G
Laura,Passed
3-Iron,R
Airplane!,PG
Zombieland,R
The Magnificent Ambersons,Not Rated
The Wicker Man,R
Pinocchio,G
The Producers,PG
Women on the Verge of a Nervous Breakdown,R
Stewie Griffin: The Untold Story,TV-MA
The Palm Beach Story,Passed
And Now for Something Completely Different,PG
Welcome to the Dollhouse,R
Radio Days,PG
Tarzan,G
House,Not Rated
Lucky,Not Rated
My Favorite Wife,Passed
Wristcutters: A Love Story,R
Don't Breathe,R
Tangerine,R
Blood and Black Lace,Not Rated
The 7th Voyage of Sinbad,G
Old School,R
Harold & Kumar Go to White Castle,R
House of Wax,GP
The Peanuts Movie,G
Miss Potter,PG
Crank,R
Westworld,PG
Armour of God,R
Mad Max,R
EO,Not Rated
Man Up,R
Dead Men Don't Wear Plaid,PG
Jalla! Jalla!,
Hot Rod,PG-13
Attack the Block,R
The Pirates! Band of Misfits,PG
Night of the Creeps,R
The Mummy,Unrated
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,R
Eagle vs Shark,R
Cheap Thrills,Not Rated
Flash Point,R
Project X,R
The Hollars,PG-13
Demons,Not Rated
Brain on Fire,PG-13
I'm Gonna Git You Sucka,R
Black Beauty,G
A Midsummer Night's Sex Comedy,PG
Space Jam,PG
Ice Age: Continental Drift,PG
Sightseers,Not Rated
Horror Express,R
Taxi 2,Not Rated
Blood Father,R
Joe Kidd,PG
The Jazz Singer,Passed
Sleuth,R
CJ7,PG
It's a Disaster,R
Girl in the Basement,TV-14
Date Night,PG-13
Throw Momma from the Train,PG-13
License to Drive,PG-13
Underworld: Awakening,R
ARQ,TV-MA
Cop Car,R
Scary Movie,R
Men in Black II,PG-13
Killer Klowns from Outer Space,PG-13
The Wall,R
Mr. Nice Guy,PG-13
Stay Tuned,PG
UFO,PG-13
5 Flights Up,PG-13
Jumper,PG-13
Hansel & Gretel: Witch Hunters,R
Red State,R
Conquest of the Planet of the Apes,PG
Cleaner,R
God's Pocket,R
Calvaire,Not Rated
Desierto,R
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,PG
The Escort,Not Rated
Boxcar Bertha,R
Violet & Daisy,R
Till Death,R
Wiener-Dog,R
Homeward Bound II: Lost in San Francisco,G
Cockneys vs Zombies,Not Rated
Encino Man,PG
Last Shift,R
The New Guy,PG-13
Dracula: Dead and Loving It,PG-13
The Ant Bully,PG
Halloween 4: The Return of Michael Myers,R
Pyewacket,Not Rated
Friends with Money,R
The Rental,R
Escape Room: Tournament of Champions,PG-13
Security,R
Deuce Bigalow: Male Gigolo,R
White Girl,TV-MA
Cooties,R
Armed and Dangerous,PG-13
Transit,R
An American Pickle,PG-13
Four Christmases,PG-13
Just Visiting,PG-13
Armored,PG-13
Spy Kids,PG
The Babysitters,R
The House,R
C.H.U.D.,R
National Security,PG-13
Runner Runner,R
Altered,R
A.C.O.D.,R
Piranha 3D,R
Willy's Wonderland,TV-MA
Big Fat Liar,PG
"Yours, Mine & Ours",PG
Breaking In,PG-13
Beverly Hills Ninja,PG-13
Coneheads,PG
Mars Needs Moms,PG
House II: The Second Story,PG-13
Darkness,PG-13
The Other Man,R
Hypnotic,TV-14
Dunston Checks In,PG
Old Dogs,PG
Post Grad,PG-13
Friday the 13th Part VII: The New Blood,R
The Medallion,PG-13
Coffee & Kareem,TV-MA
The Haunted Mansion,PG
Saturn 3,R
10x10,
Polaroid,PG-13
Revenge of the Nerds II: Nerds in Paradise,PG-13
G-Force,PG
Police Academy 4: Citizens on Patrol,PG
The Big Bounce,PG-13
The Chaos Class,
Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,
City Lights,G
Modern Times,G
Neon Genesis Evangelion: The End of Evangelion,TV-MA
A Short Film About Love,Not Rated
Tangerines,Not Rated
Ã‡iÃ§ek Abbas,
Fantastic Mr. Fox,PG
Letter from an Unknown Woman,Not Rated
The Man from Earth,Not Rated
Millennium Actress,PG
Knockin' on Heaven's Door,Not Rated
Mulan,G
Gun Crazy,Passed
Boy,Not Rated
A Hard Day's Night,G
The Lady from Shanghai,Not Rated
The Band's Visit,PG-13
The Kid with a Bike,PG-13
Shaolin Soccer,PG
The Simpsons Movie,PG-13
Videodrome,R
Angst,Not Rated
The Woodsman,R
"Batman: The Long Halloween, Part Two",R
Shadows,PG
The SpongeBob SquarePants Movie,PG
The Thing from Another World,Approved
Black Sunday,Approved
Thursday,R
Miracle Mile,R
Beavis and Butt-Head Do the Universe,13+
Frankenweenie,PG
The Hound of the Baskervilles,Not Rated
Storks,PG
Storytelling,R
Popstar: Never Stop Never Stopping,R
Rumble in the Bronx,R
Reign of the Supermen,PG-13
Silent Movie,Passed
Asterix: The Secret of the Magic Potion,
Der Schuh des Manitu,
Child's Play,R
Avengement,Not Rated
The Beyond,R
These Final Hours,R
Chaos Theory,PG-13
Please Give,R
Minions: The Rise of Gru,PG
The Secret Life of Pets,PG
Deadstream,Not Rated
Terrified,Not Rated
Curious George,G
The Assistant,R
The Good Son,R
Maniac,18+
Shivers,R
Criminal,R
The Uninvited,PG-13
Transporter 2,PG-13
Lake Mungo,R
Pecker,R
Cedar Rapids,R
Flypaper,Not Rated
TMNT,PG
Johnny English,PG
Time Trap,Not Rated
Summer Rental,PG
Black Sheep,PG-13
YPF,Not Rated
Muppets from Space,G
Cecil B. Demented,R
Crawl,R
Friday the 13th Part 2,R
The Replacement Killers,R
The Ones Below,R
Hotel Transylvania: Transformania,PG
Circle,Not Rated
Destination Wedding,R
Wrongfully Accused,PG-13
Body Snatchers,R
The One,PG-13
The Woman in Red,PG-13
The Stuff,R
Igor,PG
Welcome to Me,R
Cobra,R
Table 19,PG-13
Black Sheep,Not Rated
Absentia,R
The Accidental Spy,PG-13
Dance of the Dead,R
Beethoven,PG
Priest,PG-13
Get Over It,PG-13
Honeymoon,R
Police Academy 2: Their First Assignment,PG-13
The Last Exorcism,PG-13
Acts of Vengeance,R
Gretel & Hansel,PG-13
(T)Raumschiff Surprise - Periode 1,
Mafia!,PG-13
The Deaths of Ian Stone,R
No One Gets Out Alive,R
A Nightmare on Elm Street 2: Freddy's Revenge,R
Bordello of Blood,R
Down to Earth,PG-13
Banshee Chapter,R
Bachelorette,R
View from the Top,PG-13
Nine Lives,PG
Incarnate,PG-13
2001 Maniacs,R
Strange Wilderness,R
The Day,R
Walking with Dinosaurs 3D,PG
Mr. Woodcock,PG-13
Cats & Dogs,PG
When a Stranger Calls,PG-13
Hot Pursuit,PG-13
The Human Race,Not Rated
Seed of Chucky,R
Who's Singin' Over There?,
My Neighbor Totoro,G
The Iron Giant,PG
A Christmas Carol,TV-PG
Brief Encounter,Not Rated
Forbidden Games,Not Rated
Once,R
What We Do in the Shadows,R
The 39 Steps,Approved
Two Lottery Tickets,
Frances Ha,R
Alice,Not Rated
A Coffee in Berlin,Not Rated
Tape,R
11:14,R
XXY,Not Rated
Liar Liar,PG-13
Ace Ventura: Pet Detective,PG-13
Madagascar,PG
Safety Not Guaranteed,R
Up in Smoke,R
The Autopsy of Jane Doe,R
Horton Hears a Who!,G
A Shaun the Sheep Movie: Farmageddon,G
My Summer of Love,R
THX 1138,R
Sinbad: Legend of the Seven Seas,PG
The Last Man on Earth,Not Rated
Witchfinder General,Unrated
Big Nothing,R
Fourth Man Out,Unrated
Aqua Teen Hunger Force Colon Movie Film for Theaters,R
Hot Shots! Part Deux,PG-13
Heavy Metal,R
Shoot 'Em Up,R
Like Crazy,PG-13
Quo vado?,
Zola,R
Bad Trip,Unrated
The Raven,G
The Lorax,PG
Fat Girl,Not Rated
The Secret Life of Pets 2,PG
Mayhem,Unrated
Elvis & Nixon,R
The Shallows,PG-13
Paranormal Activity,R
Walking Tall,PG-13
The Blob,Approved
Two Night Stand,R
Shimmer Lake,Not Rated
Deathgasm,Not Rated
Blind Fury,R
For Your Consideration,PG-13
Welcome to Collinwood,R
Pumpkinhead,R
Thumbelina,G
Quest for Camelot,G
The Onion Movie,Not Rated
The Strangers,R
Open Season,PG
Critters,PG-13
Good Kids,R
The House by the Cemetery,Not Rated
The Lovebirds,R
Hobo with a Shotgun,Not Rated
ChÃ©ri,R
No One Lives,R
Friday the 13th Part VI: Jason Lives,R
Dirty Dancing: Havana Nights,PG-13
Undercover Brother,PG-13
This Island Earth,Passed
The Addams Family,PG
Halloween H20: 20 Years Later,R
Song One,PG-13
Buffy the Vampire Slayer,PG-13
Yes Day,PG
Observe and Report,R
Point Blank,TV-MA
Kaboom,Not Rated
Stitches,R
Jawbreaker,R
Mom and Dad,R
The Town That Dreaded Sundown,R
Knights of Badassdom,R
The Promotion,R
Beastly,PG-13
Red Dot,TV-MA
Pimp,Not Rated
Critters 2,PG-13
I'll Be Home for Christmas,PG
High School High,PG-13
Ninja,R
Aliens in the Attic,PG
The Longest Week,PG-13
Head Over Heels,PG-13
Fun Size,PG-13
Acts of Violence,R
Slackers,R
Scooby-Doo,PG
Silent House,R
The Possession of Hannah Grace,R
Apollo 18,PG-13
Malibu's Most Wanted,PG-13
Sherlock Gnomes,PG
Cadaver,TV-MA
Quarantine 2: Terminal,R
Vampire Killers,R
Rebound,PG
Cyborg,R
A Haunted House,R
Chernobyl Diaries,R
Darkness Falls,PG-13
Downhill,R
Graveyard Shift,R
High Noon,PG
Vivre Sa Vie,Not Rated
Love and Death,PG
The Muppet Christmas Carol,G
The Gunfighter,Approved
The Naked Gun: From the Files of Police Squad!,PG-13
The Castle,R
"Play It Again, Sam",PG
Wallace & Gromit: The Curse of the Were-Rabbit,G
The Guilty,R
Fruitvale Station,R
Iron Monkey,PG-13
The Evil Dead,NC-17
Yellow Submarine,G
L'Argent,Not Rated
Lilo & Stitch,PG
Mid90s,R
The Man in the White Suit,Approved
Shaun the Sheep Movie,PG
Shogun Assassin,R
"Batman: The Long Halloween, Part One",PG-13
Take the Money and Run,PG
Locke,R
Dragon Ball Z: Battle of Gods,TV-PG
Ruby & Quentin,Not Rated
Cloverfield,PG-13
The War of the Worlds,G
The Naked Gun 2Â½: The Smell of Fear,PG-13
Asterix and Obelix: Mansion of the Gods,
Blackmail,Not Rated
But I'm a Cheerleader,R
Brother Bear,G
People Places Things,R
Surf's Up,PG
Water Lilies,
Shadows and Fog,PG-13
Babysitting,
From Beyond,R
Flushed Away,PG
Sound of My Voice,R
The Dead Girl,R
Paranoid Park,R
The Valet,PG-13
Red Eye,PG-13
Cry-Baby,PG-13
Dead End,R
[Rec]Â²,R
Stuck,R
Battle for Terra,PG
The Grinch,PG
Big Trouble,PG-13
Unknown,Not Rated
Underdogs,PG
The Babysitter,TV-MA
The New York Ripper,Not Rated
Rampage,R
The Foot Fist Way,R
The Wolf of Snow Hollow,R
Vacancy,R
Frankenhooker,R
Ali G Indahouse,R
Amazon Women on the Moon,R
Afflicted,R
Airplane II: The Sequel,PG
The Campaign,R
Holiday in the Wild,TV-PG
01-Jan,TV-MA
Unbreakable Souls,
Absolutely Anything,R
The Gate,PG-13
Pieces,Not Rated
Maniac Cop,R
"For a Good Time, Call...",R
I Sell the Dead,Not Rated
Friday After Next,R
Wonder Park,PG
Smiley Face,R
The Purge,R
The Nut Job,PG
Vampires vs. the Bronx,PG-13
Terrifier,Unrated
"No Retreat, No Surrender",PG
Creep,R
Batman Ninja,PG-13
The Wild Thornberrys,PG
The Benchwarmers,PG-13
Havoc,R
The Shrine,Not Rated
Doctor Dolittle,PG-13
Curve,R
Hatchet II,R
The Deep House,TV-MA
The Way to Paradise,
12 Feet Deep,Not Rated
The Strangers: Prey at Night,R
Shutter,PG-13
Rapture-Palooza,R
Action Point,R
Swimfan,PG-13
Stealing Harvard,PG-13
Stay Alive,PG-13
Hellraiser: Bloodline,R
Leatherface: Texas Chainsaw Massacre III,R
Gulliver's Travels,PG
Beauty and the Beast,G
A Short Film About Killing,Not Rated
The Killing,Approved
Evil Dead II,R
When the Wind Blows,16+
Borat,R
Black Dynamite,R
Waiting for Guffman,R
Broadway Danny Rose,PG
Pi,R
A Woman Is a Woman,Not Rated
Re-Animator,Unrated
The Transformers: The Movie,PG
Chicken Run,G
District B13,R
Chronicle,PG-13
The Closet,R
Homeward Bound: The Incredible Journey,G
Slow West,R
Conversations with Other Women,R
Under the Shadow,PG-13
She's Gotta Have It,R
Point Blank,R
Interview,R
Hot Shots!,PG-13
Mistress America,R
Saint Maud,R
All Dogs Go to Heaven,G
Teen Titans GO! To the Movies,PG
Obvious Child,R
The Loved Ones,R
Rare Exports,R
The Chef,PG-13
Howl,R
Idiocracy,R
Awake,R
A Bay of Blood,R
Brain Damage,R
BijitÃ¢ Q,R
Hidden,R
New Kids Turbo,
The Conspiracy,Not Rated
Southside with You,PG-13
Sleepaway Camp,R
Loaded Weapon 1,PG-13
Wrong Turn,R
My Name Is Bruce,R
Stuart Little,PG
Jexi,R
Censor,
Carriers,PG-13
Let's Go to Prison,R
The Last House on the Left,R
Gnomeo & Juliet,G
Child's Play 2,R
Passenger 57,R
Reno 911!: Miami,R
The Children,R
Bulletproof,R
Taxi 3,Not Rated
Significant Other,R
Bubble Boy,PG-13
The Bay,R
We Are Still Here,Not Rated
Paparazzi,PG-13
Next Day Air,R
Disturbing Behavior,R
The Hitcher,R
No Good Deed,PG-13
Chapter 27,R
Scary Movie 3,PG-13
Casa de mi Padre,R
Tom and Jerry: The Movie,G
3 Ninjas,PG
Contracted,Not Rated
See You Yesterday,TV-MA
Romance,R
The Sweetest Thing,R
The Ladies Man,R
Paranormal Activity: The Marked Ones,R
See No Evil,R
Hell Ride,R
Not to Forget,
Kibar Feyzo,
Persona,Not Rated
Where Is the Friend's House?,Not Rated
Trouble in Paradise,Passed
Ghost in the Shell,TV-MA
Ghost in the Shell 2.0,TV-14
The Little Mermaid,G
Snow White and the Seven Dwarfs,Approved
The Public Enemy,Passed
Robin Hood,G
The Texas Chain Saw Massacre,R
Monsieur Hulot's Holiday,Not Rated
Abbott and Costello Meet Frankenstein,Not Rated
The Spiral Staircase,Approved
The Witcher: Nightmare of the Wolf,TV-MA
Spirit: Stallion of the Cimarron,G
The Fox and the Hound,G
Old Yeller,Approved
D.O.A.,Approved
Henry: Portrait of a Serial Killer,Unrated
Hondo,PG
Frequently Asked Questions About Time Travel,PG-13
The Young Offenders,
Mad God,Unrated
Young and Innocent,Not Rated
Reality,TV-MA
Over the Hedge,PG
"Faster, Pussycat! Kill! Kill!",Not Rated
Naked Gun 33 1/3: The Final Insult,PG-13
Antz,PG
The Art of Getting By,PG-13
"Jeff, Who Lives at Home",R
September,PG
The Dictator,R
The Kentucky Fried Movie,R
The Brothers Grimsby,R
Dark Star,G
The Doom Generation,R
30 Minutes or Less,R
Intruder,R
Sick,R
Parallels,Not Rated
Mine 9,Not Rated
Planes: Fire & Rescue,PG
Career Opportunities,PG-13
Paranormal Activity 3,R
The Angriest Man in Brooklyn,R
The Possession of Michael King,R
Unfriended,R
They Came Together,R
"Dude, Where's My Car?",PG-13
Don't Hang Up,R
The Man,PG-13
Police Academy 3: Back in Training,PG
Scary Movie 2,R
Demonic,R
Get a Job,R
The Lazarus Effect,PG-13
Scary Movie 4,PG-13
All Hallows' Eve,Unrated
Husk,R
Shadow in the Cloud,R
An American Haunting,PG-13
"Kidnapping, Caucasian Style",TV-13
This Is Spinal Tap,R
The Purple Rose of Cairo,PG
The Twelve Tasks of Asterix,
The Secret of NIMH,G
The Petrified Forest,Passed
Ida,PG-13
Tomboy,Not Rated
Taxi,Not Rated
Horror of Dracula,Not Rated
The Hairdresser's Husband,R
The Curse of Frankenstein,Approved
Woyzeck,Not Rated
Bananas,PG-13
Trick 'r Treat,R
Inside,R
Hush,R
Half Baked,R
Recess: School's Out,G
10 Items or Less,R
Scenic Route,R
Dinosaur,PG
Dirty Work,PG-13
Wheelman,TV-MA
The Addiction,Not Rated
The Little Rascals,PG
A Night at the Roxbury,PG-13
Orange County,PG-13
The Toxic Avenger,R
Edmond,R
The Collection,R
Jimmy Neutron: Boy Genius,G
Between Two Ferns: The Movie,TV-MA
Splinter,R
Beatriz at Dinner,R
Columbus Circle,PG-13
Lake Placid,R
Rubber,R
Kevin & Perry Go Large,R
Emelie,Not Rated
Visions,R
The Wild,G
The Final Destination,R
Garfield: A Tail of Two Kitties,PG
Perfect Blue,R
Winter Light,Not Rated
Bad Day at Black Rock,Passed
"South Park: Bigger, Longer & Uncut",R
Mouchette,Not Rated
The Incredible Shrinking Man,Not Rated
Ice Age,PG
I Lost My Body,16+
Army of Darkness,R
This Gun for Hire,Passed
The Squid and the Whale,R
Another Woman,PG
Phone Booth,R
Elephant,R
El Mariachi,R
Beavis and Butt-Head Do America,PG-13
Pocahontas,G
Smashed,R
Sleepwalk with Me,PG-13
The Blair Witch Project,R
Fire and Ice,PG
It Came from Outer Space,Approved
Lights Out,PG-13
Kung Pow: Enter the Fist,PG-13
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG
Excision,Not Rated
The Poughkeepsie Tapes,R
BrÃ¼no,R
Chicken Little,G
Sugar & Spice,PG-13
The Sitter,R
Hatchet III,R
Problem Child,PG
The Thinning,Not Rated
Spy Hard,PG-13
Exists,R
Superstar,PG-13
Pootie Tang,PG-13
SÃ¼t Kardesler,
Ã‡Ã¶pÃ§Ã¼ler Krali,
The Young and the Damned,Not Rated
Before Sunset,R
Rope,Approved
Ernest & Celestine,PG
Run Lola Run,R
Invasion of the Body Snatchers,Approved
The Triplets of Belleville,PG-13
Le DÃ®ner de Cons,PG-13
Pickup on South Street,Passed
The Red Turtle,PG
The Illusionist,PG
72 Hoorain,
Mortal Kombat Legends: Scorpion's Revenge,R
The Hound of the Baskervilles,Passed
Blue Jay,Unrated
Operation Condor,PG-13
Carnage,R
Wendy and Lucy,R
Vampire Hunter D,Not Rated
The Pit and the Pendulum,Not Rated
Pieces of April,PG-13
An American Tail,G
Romantics Anonymous,PG-13
Ms .45,R
Hoodwinked!,PG
Dragon Hunters,PG
Tarantula,Approved
Devil,PG-13
The Black Cauldron,PG
Wizards,PG
Death Race 2000,R
The Pagemaster,G
Sleepaway Camp II: Unhappy Campers,R
Joe's Apartment,PG-13
Willow Creek,Not Rated
Garfield,PG
[REC] 3: Genesis,R
Apartment 143,R
Zelig,PG
The Color of Pomegranates,Not Rated
One Hundred and One Dalmatians,G
Little Caesar,Not Rated
The Sword in the Stone,G
Asterix in Britain,Not Rated
9,PG-13
The Monster Squad,PG-13
Creature from the Black Lagoon,G
House of Usher,Approved
Asterix Versus Caesar,Not Rated
James and the Giant Peach,PG
The Wild One,Approved
Grandma,R
PCU,PG-13
The Devil's Candy,Not Rated
Showdown in Little Tokyo,R
The Overnight,R
